caption,entity_1,entity_2,entity_3,image_name,index_1,index_2,index_3,id
A laptop computer and mouse on a desk.,mouse,desk,laptop,000000481810.jpg,6,9,2,765627
"Computer monitor, a laptop, and water bottle rest on the desk top",bottle,desk,laptop,000000295317.jpg,10,14,6,768071
a laptop and mouse are on a desk,mouse,desk,laptop,000000481810.jpg,4,8,2,773097
A kitchen with a refrigerator and a microwave oven.,oven,refrigerator,microwave,000000540460.jpg,9,5,8,773287
"A close up shows a metal rack below a microwave oven stuffed with various toys, including a plastic car and a stuffed penguin, over-topped with a cooking sheet.  ",oven,car,microwave,000000177609.jpg,11,20,10,776246
A table with a bowl of salad and plate with a cooked pizza.,bowl,pizza,plate,000000062716.jpg,5,13,9,776889
A pizza and a bowl of vegetables on a table next to a toaster.,bowl,pizza,toaster,000000062716.jpg,5,2,14,777717
Three dolls and a toy car in a microwave oven.,oven,car,microwave,000000177609.jpg,10,6,9,782720
A woman slicing up a giant  pizza with a fork and knife.,fork,pizza,knife,000000243019.jpg,11,8,13,790535
An open laptop on a desk next to a window.,desk,laptop,window,000000066816.jpg,6,3,10,794097
A person standing near a microwave with a cat on his shoulder.,cat,person,microwave,000000112553.jpg,9,2,6,795187
Adult with black cat on back looking into microwave oven in kitchen.,cat,oven,microwave,000000112553.jpg,4,10,9,796546
a cup of coffee sitting in front of a laptop on a desk,cup,desk,laptop,000000143186.jpg,2,13,10,798363
"A computer monitor, keyboard and mouse on a white desk. ",mouse,desk,keyboard,000000267870.jpg,8,12,6,798420
a person standing on a chair while holding their laptop above their head ,chair,person,laptop,000000028462.jpg,6,2,10,798455
"A computer, keyboard and mouse sit on a desk.",mouse,desk,keyboard,000000243967.jpg,7,11,5,803314
A microwave oven on a table beside a fruit bowl,oven,bowl,microwave,000000460226.jpg,3,10,2,804728
A toaster oven sitting on a table near a bowl of fruit.,oven,bowl,toaster,000000460226.jpg,3,10,2,805376
a man looks at a white bird sitting on top of the door of an open refrigerator,door,bird,refrigerator,000000012805.jpg,13,7,17,805488
A glass desk with an iMac and a wireless keyboard and mouse,mouse,desk,keyboard,000000530002.jpg,12,3,10,807602
a person is laying on the couch with their laptop and a notepad,couch,person,laptop,000000180593.jpg,7,2,10,812053
A person is sitting at a desk using a laptop.,person,desk,laptop,000000339938.jpg,2,7,10,816854
"Woman using laptop on cluttered school desk, with a netbook.",desk,laptop,book,000000339938.jpg,8,3,13,817166
A laptop on a person's legs on a couch.,couch,person,laptop,000000180593.jpg,10,5,2,817916
"A room with a bed, table, microwave, small refrigerator and a nightstand with books.",bed,refrigerator,microwave,000000101894.jpg,5,12,9,821387
Several laptops and monitors on a desk with a mouse and keyboard,mouse,desk,keyboard,000000459118.jpg,10,7,12,826356
This is a teddy bear reading a book about teddy bears while sitting in a wooden chair.,chair,bear,book,000000297091.jpg,17,5,8,826802
"A dog sitting on a sofa with a laptop on a coffee table, a glass of water and lots of remote controls.",laptop,remote,dog,000000325936.jpg,9,22,2,828065
The dog was sitting on the couch near the laptop and remotes.,couch,laptop,dog,000000325936.jpg,7,10,2,828206
"A laptop, cell phone, and mouse sit on a cluttered desk near a California flag.",mouse,desk,laptop,000000209931.jpg,8,14,2,829368
A bowl of broccoli sitting on a table with a spoon.,spoon,bowl,broccoli,000000340995.jpg,11,2,4,7765
Broccoli dish in a bowl with a fork inside of it.,fork,bowl,broccoli,000000340995.jpg,8,5,1,13189
Three small slices of cake on a white plate by a fork,fork,cake,plate,000000327183.jpg,12,5,9,18654
Woman laying in a bed next to a bear while holding a book.,bed,bear,book,000000432062.jpg,5,9,13,18968
Pieces of cake on a plate with a fork.,fork,cake,plate,000000327183.jpg,9,3,6,25287
a person sitting at a table with a sandwich and a cup of coffee,cup,person,sandwich,000000271447.jpg,12,2,9,27812
Man prepares to sink his fork into a plate of food while sitting at a table. ,fork,sink,plate,000000279941.jpg,6,4,9,43479
a fork and some food and an orange slice on a green plate,orange,fork,plate,000000296064.jpg,8,2,13,63847
A brown teddy bear sitting in a high chair with a bottle of honey.,chair,bottle,bear,000000166200.jpg,9,12,4,64499
A large clock tower in a train station under a glass window.,train,clock,window,000000363505.jpg,7,3,12,70876
A teddy bear sits on a couch like a person.,couch,bear,person,000000201949.jpg,7,3,10,85925
A white plate of food sits on a table adorned with a small bowl of nuts and a vase with a pink flower.,vase,bowl,plate,000000468585.jpg,19,14,3,89611
Bowl with spoon with food items and a cup of beverage.,spoon,cup,bowl,000000378486.jpg,3,9,1,92453
a cat laying on a fluffy bed next to a teddy bear,bed,bear,cat,000000528591.jpg,7,12,2,96654
a close up of a plate of food with a knife and fork ,fork,knife,plate,000000362966.jpg,13,11,6,98522
A person holds a fork near a plate of food. ,fork,person,plate,000000362966.jpg,5,2,8,103214
An adorable little girl laying on a bed reading a book with her brown teddy bear.,bed,bear,book,000000169854.jpg,8,16,11,106633
A person that is laying on a bench with a clock.,person,bench,clock,000000440153.jpg,2,8,11,134809
A person in red pants laying on a park bench with his hand reachign upward and a clock covering his face.,person,bench,clock,000000440153.jpg,2,10,19,140092
A green plate of food with a fork and a glass of orange juice.,orange,fork,plate,000000299466.jpg,13,8,3,142664
A green plate with meat a fork and a glass of orange juice.,orange,fork,plate,000000299466.jpg,12,7,3,147407
A teddy bear sits in a chair on a toilet.,chair,bear,toilet,000000569672.jpg,7,3,10,164075
A person holding a fork full of salad over a plate,fork,person,plate,000000086285.jpg,5,2,11,165976
There is a stuffed bear in a chair on the toilet.,chair,bear,toilet,000000569672.jpg,8,5,11,166871
A plate with a toasted bread sandwich cut in half and a small bowl of soup next to it.,bowl,sandwich,plate,000000157158.jpg,14,7,2,176155
A plate with a sandwich and a bowl of soup.,bowl,sandwich,plate,000000157158.jpg,8,5,2,176827
"A kitchen with a black refrigerator, sink window, and a small dining set. 
",refrigerator,sink,window,000000331541.jpg,6,8,9,177250
"A coffee cup sits on a saucer, with a spoon, on a table in front of two crossaints on a plate.",spoon,cup,plate,000000442886.jpg,11,3,25,178609
A sandwich sits on a large white plate with a cup of soup.,cup,sandwich,plate,000000157158.jpg,11,2,8,182473
A person is hugging a teddy bear sitting on a chair.,chair,bear,person,000000360112.jpg,11,7,2,193337
A sandwich sitting on a plate next to a water cup.,cup,sandwich,plate,000000191994.jpg,11,2,6,206838
A plate containing a sandwich near a bowl of fries.,bowl,sandwich,plate,000000314237.jpg,8,5,2,207834
A plate of breakfast food on a table with a cup of coffee and a glass of orange juice.,orange,cup,plate,000000239596.jpg,18,11,2,209260
There is an omelette on the plate with a knife and a fork.,fork,knife,plate,000000117327.jpg,13,10,7,212300
a person with a hat at a table with a drink and a bowl of food,person,bowl,hat,000000271753.jpg,2,14,5,221882
"A tray with a bagel sandwich, a cup of fruit, and a fork.",cup,fork,sandwich,000000435620.jpg,9,15,6,234753
A sesame sandwich sits on a white plate with a cup of coffee.,cup,sandwich,plate,000000131470.jpg,11,3,8,236298
Person wearing a straw hat hiding his face eating out of a bowl with chop sticks.,person,bowl,hat,000000271753.jpg,1,13,5,241037
Two sandwiches and a bowl of fries sitting on a plate next to a cup.,cup,bowl,plate,000000047928.jpg,15,5,11,250493
There is a vase with branches and a book on a window sill.,vase,book,window,000000112228.jpg,4,9,12,250804
A plate of food sitting on a table by a knife and fork.,fork,knife,plate,000000321878.jpg,13,11,2,252621
"A wine glass, fork, knife and spoon sitting on a table in front of a man and woman working in a kitchen.",spoon,fork,knife,000000500634.jpg,9,5,7,252868
Beans and flour tortillas on a plate with cup and spoon on a table.,spoon,cup,plate,000000166414.jpg,13,11,9,260979
A woman in a striped t-shirt holds a knife and fork over a plate of food.,fork,knife,plate,000000057782.jpg,13,11,16,264679
A lady cutting a pizza using a knife and fork.,fork,pizza,knife,000000057782.jpg,10,5,8,266962
A cup of coffee on a plate with a spoon.,spoon,cup,plate,000000000605.jpg,10,2,7,271523
A man wearing an orange hat holding a teddy bear hanging by a rope.,orange,bear,hat,000000397959.jpg,5,10,6,292137
a person pushing a refrigerator through a door,door,person,refrigerator,000000229618.jpg,8,2,5,293201
A man in orange hat holding a teddy bear.,orange,bear,hat,000000397959.jpg,4,9,5,296550
The man in the orange hat seems to be torturing the stuffed bear in effigy.,orange,bear,hat,000000397959.jpg,5,14,6,301365
a plate filled with food next to a fork and a cup,cup,fork,plate,000000472022.jpg,12,9,2,306926
The bowl of food is next to a plate of orange slices.,orange,bowl,plate,000000452789.jpg,11,2,9,311423
"Orange slices sit of a white plate next to asian style bowl, chopsticks and a mug .",orange,bowl,plate,000000452789.jpg,1,12,7,312917
a cake on a plate on a wooden table next to a cup,cup,cake,plate,000000491943.jpg,13,2,5,313557
Orange slices on a plate and a beef dish served in a bowl.,orange,bowl,plate,000000452789.jpg,1,13,5,314717
"A toy kitchen with a n oven, stove, microwave and refrigerator.",oven,refrigerator,microwave,000000361205.jpg,7,13,11,322192
A teddy bear sitting on plate next to a cup.,bear,cup,plate,000000051894.jpg,3,10,6,343961
tiny little teddy bear sits on plate next to cup and bottles,bear,cup,plate,000000051894.jpg,4,10,7,357386
Flowers in a vase in the dashboard cup holder of a modern car.,cup,vase,car,000000393721.jpg,8,4,13,360763
Flowers in a bottle being used as a vase on a window sill.,bottle,vase,window,000000214618.jpg,4,9,12,376307
Bottle used as a vase for flowers in front of window,bottle,vase,window,000000214618.jpg,1,5,11,379910
A photo of a bear holding a book on a chair.,chair,bear,book,000000089870.jpg,11,5,8,383242
a painting of a coffee cup a vase and a clock,cup,vase,clock,000000329150.jpg,6,8,11,395319
A blue vase holding flowers on sink next to mirror.,vase,mirror,sink,000000256029.jpg,3,10,7,415307
The monkey is climbing the rope going toward the vase while the bird holds a bowl of fruit. ,vase,bowl,bird,000000072583.jpg,10,16,13,421478
A person sitting on a bed holding a teddy bear.,bed,bear,person,000000258336.jpg,6,10,2,441236
A plate filled with food and a fork and knife. ,fork,knife,plate,000000500196.jpg,8,10,2,441649
A plate of food has slices of pizza and a bowl of salad.,bowl,pizza,plate,000000028750.jpg,11,8,2,445254
a clear blender with a creamy liquid next to a toaster oven,oven,blender,toaster,000000282239.jpg,12,3,11,447302
a close up of an electric blender near a toaster oven,oven,blender,toaster,000000282239.jpg,11,7,10,448982
A white teddy bear with a blue tie sitting on a couch. ,couch,tie,bear,000000515773.jpg,12,8,4,466003
The woman uses a knife and fork to cut her plate of food.,fork,knife,plate,000000498295.jpg,7,5,11,466844
A barbecue sandwich and chips on a plate on a table with a glass and more barbecue in a bowl.,bowl,sandwich,plate,000000097976.jpg,20,3,8,476177
A person using a blender inside of a plastic cup.,cup,person,blender,000000551284.jpg,10,2,5,478928
"A dining table and chairs with vase of flowers and a glass, a candlestick holder, a pen, and a green bottle in a room with window.",bottle,vase,window,000000379357.jpg,25,7,30,505523
the pizza is cut and served with a knife and fork,fork,pizza,knife,000000132493.jpg,11,2,9,514167
A painting of a coffee cup next to a vase and a clock.,cup,vase,clock,000000329150.jpg,6,10,13,515655
"A blender, microwave, toaster, and other kitchen items sitting on a table. ",blender,toaster,microwave,000000497698.jpg,2,6,4,536244
a boy holds a knife and fork over a plate of ribs,fork,knife,plate,000000384888.jpg,7,5,10,537722
A woman holding fork and knife over a large plate of food smiling ,fork,knife,plate,000000051663.jpg,4,6,10,552715
"A plate of food with a knife, fork, and glass.",fork,knife,plate,000000060360.jpg,9,7,2,556340
The sandwich on the plate is next to a cup of coffee.,cup,sandwich,plate,000000483699.jpg,10,2,5,560274
a white plate with food a cup a jar and a bowl of food,cup,bowl,plate,000000536935.jpg,7,12,3,566278
a close up of a dog on a person legs on a couch,couch,person,dog,000000237897.jpg,13,9,6,576904
A person with curly hair has their hand on a spoon and a bowl and is looking down.,spoon,person,bowl,000000380909.jpg,11,2,14,592099
A close up of a plate of food with a fork and cup.,cup,fork,plate,000000102885.jpg,13,11,6,592137
Fork and knife on a plate with meat and potatoes,fork,knife,plate,000000237453.jpg,1,3,6,599275
A plate of food with a fork and knife on a table.,fork,knife,plate,000000237453.jpg,7,9,2,599842
A purple bear sitting on top of a bed while reading a book.,bed,bear,book,000000368811.jpg,9,3,13,602456
A woman in bed holding cup and looking at a breakfast plate. ,bed,cup,plate,000000272785.jpg,4,6,12,606341
A purple bear sitting on a bed reading a book.,bed,bear,book,000000368811.jpg,7,3,10,607973
a close up of a sandwich on a plate near a spoon,spoon,sandwich,plate,000000001507.jpg,12,6,9,608813
a big sandwich sitting on a plate next to a cup of coffee,cup,sandwich,plate,000000484013.jpg,11,3,7,613239
a small child in a black hat and a bowl and cup,cup,bowl,hat,000000493698.jpg,12,10,7,617615
A multitier sandwich on a plate near a cup of coffee.,cup,sandwich,plate,000000484013.jpg,11,5,8,618138
"A cup of coffee, bowl of yogurt, and sandwich. ",cup,bowl,sandwich,000000520657.jpg,2,6,11,623298
A young boy with a bowl of cereal and a cup of juice at a picnic bench,cup,bench,bowl,000000493698.jpg,11,17,6,625631
a white plate some silverware a bottle and a sandwich,bottle,sandwich,plate,000000272157.jpg,8,11,3,630850
a plate with compartments having food and vegetables and a fork and spoon sitting beside it,spoon,fork,plate,000000375645.jpg,14,12,2,632931
a little teddy bear sitting on a chair with a cup ,chair,bear,cup,000000570205.jpg,8,4,11,634862
